w1,w2,paraphrase
music,television,television channel where music is showcased
music,television,television station where music is played
music,television,television station where music is shown
music,television,television station where music is broadcast
music,television,television station where music is showcased
music,television,television that only plays music
music,television,television that only shows music
music,television,television that only broadcasts music
music,television,television that only showcases music
obstacle,course,course that has obstacles
obstacle,course,course that contains obstacles
obstacle,course,course that holds obstacles
obstacle,course,course containing obstacles
obstacle,course,course that has several obstacles
obstacle,course,course that contains several obstacles
obstacle,course,course that holds several obstacles
obstacle,course,course containing several obstacles
obstacle,course,course with obstacles
obstacle,course,course with obstacles in it
obstacle,course,course with several obstacles
obstacle,course,course with several obstacles in it
obstacle,course,course for racing that has obstacles
obstacle,course,course for racing that contains obstacles
obstacle,course,course for racing that holds obstacles
obstacle,course,course for racing containing obstacles
obstacle,course,course for racing that has several obstacles
obstacle,course,course for racing that contains several obstacles
obstacle,course,course for racing that holds several obstacles
obstacle,course,course for racing containing several obstacles
obstacle,course,course full of obstacles
obstacle,course,course littered with obstacles
obstacle,course,course littered with several obstacles
obstacle,course,course cluttered with obstacles
obstacle,course,course cluttered with several obstacles
obstacle,course,course where obstacles are to be faced
obstacle,course,course where obstacles are faced
obstacle,course,course where several obstacles are to be faced
obstacle,course,course where several obstacles are faced
obstacle,course,course where obstacles are to be confronted
obstacle,course,course where obstacles are confronted
obstacle,course,course where several obstacles are to be confronted
obstacle,course,course where several obstacles are confronted
obstacle,course,course made up of obstacles
obstacle,course,course consiting of obstacles
office,desk,desk in the office
office,desk,desk in an office
office,desk,desk used in the office
office,desk,desk used in an office
office,desk,desk designed to be used in the office
office,desk,desk designed to be used in an office
office,desk,desk found in an office
office,desk,desk found in the office
office,desk,desk kept in an office
office,desk,desk kept in the office
office,desk,desk placed in an office
office,desk,desk placed in the office
office,desk,desk located in an office
office,desk,desk located in the office
office,desk,desk provided in an office
office,desk,desk provided in the office
office,desk,desk supplied in an office
office,desk,desk supplied in the office
office,desk,desk within the office
office,desk,desk within an office
office,desk,desk used within the office
office,desk,desk used within an office
office,desk,desk designed to be used within the office
office,desk,desk designed to be used within an office
office,desk,desk found within an office
office,desk,desk found within the office
office,desk,desk kept within an office
office,desk,desk kept within the office
office,desk,desk placed within an office
office,desk,desk placed within the office
office,desk,desk located within an office
office,desk,desk located within the office
office,desk,desk provided within an office
office,desk,desk provided within the office
office,desk,desk supplied within an office
office,desk,desk supplied within the office
office,desk,desk typically found in an office
office,desk,desk typically located in an office
office,desk,desk typically situated in an office
office,desk,desk typically found in the office
office,desk,desk typically located in the office
office,desk,desk typically situated in the office
office,desk,desk typically found within an office
office,desk,desk typically located within an office
office,desk,desk typically situated within an office
office,desk,desk typically found within the office
office,desk,desk typically located within the office
office,desk,desk typically situated within the office
office,desk,desk usually found in an office
office,desk,desk usually located in an office
office,desk,desk usually situated in an office
office,desk,desk usually found in the office
office,desk,desk usually located in the office
office,desk,desk usually situated in the office
office,desk,desk usually found within an office
office,desk,desk usually located within an office
office,desk,desk usually situated within an office
office,desk,desk usually found within the office
office,desk,desk usually located within the office
office,desk,desk usually situated within the office
office,desk,desk for the office
office,desk,desk for an office
office,desk,desk at the office
office,desk,desk at an office
office,desk,desk designed for the office
office,desk,desk designed for an office
office,desk,desk that belongs to the office
office,desk,desk that belongs to an office
office,desk,desk belonging to the office
office,desk,desk belonging to an office
office,desk,desk bought for the office
office,desk,desk bought for an office
office,desk,desk purchased for the office
office,desk,desk purchased for an office
office,desk,desk used for office purposes
office,desk,desk used as a form of office furniture
office,desk,desk used as office furniture
office,desk,desk used for office work
office,desk,desk used for doing office work
office,desk,desk used for performing office work
operating,system,system that performs basic operations on a computer
operating,system,system that performs operations on a computer
operating,system,system that performs basic operations on computers
operating,system,system that performs operations on computers
operating,system,system performing a computer's basic operations
operating,system,system performing a computer's operations
operating,system,system that facilitates operations on a computer
operating,system,system that facilitates operations on computers
operating,system,system that facilitates computer operations
operating,system,system that powers computer operations
operating,system,system that powers the operating computer
operating,system,system that runs the operating computer
parish,hall,hall for a parish
parish,hall,hall for a parish church
parish,hall,hall for people of a parish
parish,hall,hall for people of a parish church
parish,hall,hall for parish activities
parish,hall,hall for parish church activities
parish,hall,hall accommodating a parish
parish,hall,hall accommodating a parish church
parish,hall,hall belonging to a parish
parish,hall,hall belonging to a parish church
parish,hall,hall built for a parish
parish,hall,hall built for a parish church
parish,hall,hall built for people of parish
parish,hall,hall built for people of parish church
parish,hall,hall designed for a parish
parish,hall,hall designed for a parish church
parish,hall,hall designed for people of parish
parish,hall,hall designed for people of parish church
parish,hall,hall meant for a parish
parish,hall,hall meant for a parish church
parish,hall,hall meant for people of parish
parish,hall,hall meant for people of parish church
parish,hall,hall reserved for a parish
parish,hall,hall reserved for a parish church
parish,hall,hall reserved for people of parish
parish,hall,hall reserved for people of parish church
parish,hall,hall constructed for a parish
parish,hall,hall constructed for a parish church
parish,hall,hall constructed for people of parish
parish,hall,hall constructed for people of parish church
parish,hall,hall made for a parish
parish,hall,hall made for a parish church
parish,hall,hall made for people of parish
parish,hall,hall made for people of parish church
parish,hall,hall belonging to a parish
parish,hall,hall that belongs to a parish
parish,hall,hall belonging to a parish church
parish,hall,hall that belongs to a parish church
parish,hall,hall used by a parish
parish,hall,hall used by a parish church
parish,hall,hall utilized by a parish
parish,hall,hall utilized by a parish church
parish,hall,hall where parish members meet
parish,hall,hall where members of a parish meet
parish,hall,hall where members of a parish church meet
parish,hall,hall where parish members congregate
parish,hall,hall where members of a parish congregate
parish,hall,hall where members of a parish church congregate
passenger,flight,flight for passengers
passenger,flight,flight for passenger travel
passenger,flight,flight carrying passengers
passenger,flight,flight accomodating passengers
passenger,flight,flight transporting passengers
passenger,flight,flight holding passengers
passenger,flight,flight that carries passengers
passenger,flight,flight that accommodates passengers
passenger,flight,flight that has passengers
passenger,flight,flight that transports passengers
passenger,flight,flight that holds passengers
passenger,flight,flight only for passengers
passenger,flight,flight primarily for passengers
passenger,flight,flight intended for passengers only
passenger,flight,flight intended only for passengers
passenger,flight,flight meant for passengers only
passenger,flight,flight meant only for passengers
passenger,flight,flight used only for transporting passengers
passenger,flight,flight used only for carrying passengers
passenger,flight,flight used only for holding passengers
passenger,flight,flight to carry passengers
passenger,flight,flight intended to transport passengers
passenger,flight,flight intended to carry passengers
passenger,flight,flight intended to hold passengers
passenger,flight,flight designed to transport passengers
passenger,flight,flight designed to carry passengers
passenger,flight,flight designed to hold passengers
passenger,flight,flight meant to transport passengers
passenger,flight,flight meant to carry passengers
passenger,flight,flight meant to hold passengers
passenger,flight,flight designed for passengers
passenger,flight,flight designed for carrying passengers
passenger,flight,flight designed for holding passengers
passenger,flight,flight designed for transporting passengers
passenger,flight,flight designed for passenger transport
passenger,flight,flight intended for passengers
passenger,flight,flight intended for carrying passengers
passenger,flight,flight intended for holding passengers
passenger,flight,flight intended for transporting passengers
passenger,flight,flight intended for passenger transport
passenger,flight,flight meant for passengers
passenger,flight,flight meant for carrying passengers
passenger,flight,flight meant for holding passengers
passenger,flight,flight meant for transporting passengers
passenger,flight,flight meant for passenger transport
passenger,flight,flight on which passengers ride
passenger,flight,flight on which passengers are transported
passenger,flight,flight on which passengers are carried
passenger,flight,flight in which passengers ride
passenger,flight,flight in which passengers are transported
passenger,flight,flight in which passengers are carried
passenger,flight,flight that takes passengers to their destination
passenger,flight,flight that carries passengers to their destination
passenger,flight,flight that transported passengers to their destination
passenger,flight,flight with passengers
passenger,flight,flight with passengers on board
passenger,flight,flight with passengers aboard
passenger,flight,flight with passengers inside
pattern,room,room in which employees create patterns
pattern,room,room in which employees make patterns
pattern,room,room in which employees design patterns
pattern,room,room in which employees produce patterns
pattern,room,room in which pattern are created
pattern,room,room in which pattern are produced
pattern,room,room in which pattern are made
pattern,room,room in which patterns are designed
pattern,room,room in which patterns are stored
pattern,room,room in which patterns are kept
pattern,room,room where employees create patterns
pattern,room,room where employees produce patterns
pattern,room,room where employees make patterns
pattern,room,room where employees design patterns
pattern,room,room where pattern are created
pattern,room,room where pattern are produced
pattern,room,room where pattern are made
pattern,room,room where patterns are designed
pattern,room,room where patterns are stored
pattern,room,room where patterns are kept
pattern,room,room meant for pattern making
pattern,room,room intended for pattern making
pattern,room,room meant for making patterns
pattern,room,room intended for making patterns
pattern,room,room meant for producing patterns
pattern,room,room intended for producing  patterns
pattern,room,room meant for creating patterns
pattern,room,room intended for creating patterns
pattern,room,room meant for designing patterns
pattern,room,room intended for designing patterns
pattern,room,room meant for storing patterns
pattern,room,room intended for storing patterns
pattern,room,room that houses patterns
pattern,room,room that contains patterns
pattern,room,room that stores patterns
pay,rate,rate of pay
pay,rate,rate of pay given for work
pay,rate,rate of pay received for work
pay,rate,rate of pay given in exchange for work
pay,rate,rate of pay received in exchange for work
pay,rate,rates for different levels of pay
pay,rate,rates for various levels of pay
pay,rate,rates that workers receive as pay
pay,rate,rates that a worker receives as pay
pay,rate,rate that a worker receives as pay
pay,rate,rates that workers get as pay
pay,rate,rates that a worker gets as pay
pay,rate,rate that a worker gets as pay
pay,rate,rates that workers are given as pay
pay,rate,rates that a worker is given as pay
pay,rate,rate that a worker is given as pay
pay,rate,rates that workers receive for pay
pay,rate,rates that a worker receives for pay
pay,rate,rate that a worker receives for pay
pay,rate,rates that workers get for pay
pay,rate,rates that a worker gets for pay
pay,rate,rate that a worker gets for pay
pay,rate,rates that workers are given for pay
pay,rate,rates that a worker is given for pay
pay,rate,rate that a worker is given for pay
pay,rate,rate one gets paid
pay,rate,rate that one gets paid
pay,rate,rate at which one gets paid
payment,difficulty,difficulty in payment
payment,difficulty,difficulty caused due to delayed payment
payment,difficulty,difficulty caused due to a delayed payment
payment,difficulty,difficulty caused due to delayed payments
payment,difficulty,difficulty caused due to making a payment
payment,difficulty,difficulty caused due to making payments
payment,difficulty,difficulty arising out of a payment procedure
payment,difficulty,difficulty arising from a payment procedure
payment,difficulty,difficulty experienced in making a payment
payment,difficulty,difficulty experienced in making payments
payment,difficulty,difficulty faced during payment
payment,difficulty,difficulty experienced during payment
payment,difficulty,difficulty arising during payment
payment,difficulty,difficulty felt during payment
payment,difficulty,difficulty felt for making payments
payment,difficulty,difficulty felt for making a payment
payment,difficulty,difficulty experienced for making payments
payment,difficulty,difficulty experienced for making a payment
payment,difficulty,difficulty arising from making payments
payment,difficulty,difficulty arising from making a payment
payment,difficulty,difficulty faced for making payments
payment,difficulty,difficulty faced for making a payment
payment,difficulty,difficulty felt while making payments
payment,difficulty,difficulty felt while making a payment
payment,difficulty,difficulty experienced while making payments
payment,difficulty,difficulty experienced while making a payment
payment,difficulty,difficulty arising while making payments
payment,difficulty,difficulty arising while making a payment
payment,difficulty,difficulty faced while making payments
payment,difficulty,difficulty faced while making a payment
payment,difficulty,difficulty getting one to make payment
payment,difficulty,difficulty getting one to make a payment
payment,difficulty,difficulty getting one to make payments
payment,difficulty,difficulty felt getting one to make payment
payment,difficulty,difficulty felt getting one to make a payment
payment,difficulty,difficulty felt getting one to make payments
payment,difficulty,difficulty experienced getting one to make payment
payment,difficulty,difficulty experienced getting one to make a payment
payment,difficulty,difficulty experienced getting one to make payments
payment,difficulty,difficulty arising getting one to make payment
payment,difficulty,difficulty arising getting one to make a payment
payment,difficulty,difficulty arising getting one to make payments
payment,difficulty,difficulty faced getting one to make payment
payment,difficulty,difficulty faced getting one to make a payment
payment,difficulty,difficulty faced getting one to make payments
payment,difficulty,difficulty in making payments
payment,difficulty,difficulty in making a payment
payment,difficulty,difficulty making payments
payment,difficulty,difficulty making a payment
payment,difficulty,difficulty to make payments
payment,difficulty,difficulty to make a payment
payment,difficulty,difficulty of making a payment
payment,difficulty,difficulty of making payments
pedal,power,power associated with a pedal
pedal,power,power associated with a bicycle pedal
pedal,power,power produced by pedals
pedal,power,power produced by a pedal
pedal,power,power produced by a bicycle pedal
pedal,power,power created by a pedal
pedal,power,power created by a bicycle pedal
pedal,power,power generated by pedals
pedal,power,power generated by a pedal
pedal,power,power generated by a bicycle pedal
pedal,power,power generated by using pedals
pedal,power,power generated by using a pedal
pedal,power,power generated by using a bicycle pedal
pedal,power,power produced by using pedals
pedal,power,power produced by using a pedal
pedal,power,power produced by using a bicycle pedal
pedal,power,power created by using a pedal
pedal,power,power created by using a bicycle pedal
pedal,power,power applied to a pedal
pedal,power,power applied to a bicycle pedal
pedal,power,power coming from pedals
pedal,power,power coming from a pedal
pedal,power,power coming from a bicycle pedal
pedal,power,power that comes from pedals
pedal,power,power that comes from a pedal
pedal,power,power that comes from a bicycle pedal
pedal,power,power derived from the pedal
pedal,power,power derived from a pedal
pedal,power,power derived from a bicycle pedal
pedal,power,power from pedals
pedal,power,power from a pedal
pedal,power,power from a bicycle pedal
pedal,power,power generated through pedals
pedal,power,power produced through pedals
pedal,power,power created through pedals
pedal,power,power induced through pedals
pedal,power,power generated when one pedals
pedal,power,power produced when one pedals
pedal,power,power created when one pedals
pedal,power,power induced when one pedals
pedal,power,power induced by pedalling
pedal,power,power created by pedalling
pedal,power,power produced by pedalling
pedal,power,power generated by pedalling
personnel,file,file containing personnel information
personnel,file,file containing personnel data
personnel,file,file containing personnel details
personnel,file,file holding personnel information
personnel,file,file holding personnel data
personnel,file,file holding personnel details
personnel,file,file containing information about personnel
personnel,file,file containing data about personnel
personnel,file,file containing details about personnel
personnel,file,file containing information regarding personnel
personnel,file,file containing data regarding personnel
personnel,file,file containing details regarding personnel
personnel,file,file containing information related to personnel
personnel,file,file containing data related to personnel
personnel,file,file containing details related to personnel
personnel,file,file holding information about personnel
personnel,file,file holding data about personnel
personnel,file,file holding details about personnel
personnel,file,file holding information regarding personnel
personnel,file,file holding data regarding personnel
personnel,file,file holding details regarding personnel
personnel,file,file holding information related to personnel
personnel,file,file holding data related to personnel
personnel,file,file holding details related to personnel
personnel,file,file containing information associated with personnel
personnel,file,file containing data associated with personnel
personnel,file,file containing details associated with personnel
personnel,file,file holding information associated with personnel
personnel,file,file holding data associated with personnel
personnel,file,file holding details associated with personnel
personnel,file,file of personnel
personnel,file,file about personnel
personnel,file,file with personnel details
personnel,file,file with personnel information
personnel,file,file with personnel data
personnel,file,files in which there is personnel information
personnel,file,files in which there is personnel data
personnel,file,files in which there is personnel details
personnel,file,files that holds information about personnel
personnel,file,files that holds details about personnel
personnel,file,files that holds data about personnel
personnel,file,files that contains information about personnel
personnel,file,files that contains details about personnel
personnel,file,files that contains data about personnel
personnel,file,files that holds personnel information
personnel,file,files that holds personnel details
personnel,file,files that holds personnel data
personnel,file,files that contains personnel information
personnel,file,files that contains personnel details
personnel,file,files that contains personnel data
personnel,file,file that describes personnel
personnel,file,file that describes personnel details
personnel,file,file describing personnel details
personnel,file,file with information that identifies personnel
personnel,file,file with details that identifies personnel
personnel,file,file with data that identifies personnel
petrol,price,price of petrol
petrol,price,price paid for petrol
petrol,price,price paid for buying petrol
petrol,price,price paid for purchasing petrol
petrol,price,price charged for petrol
petrol,price,price charged for buying petrol
petrol,price,price charged for purchasing petrol
petrol,price,price of purchasing petrol
petrol,price,price of buying petrol
petrol,price,price of selling petrol
petrol,price,price for purchasing petrol
petrol,price,price for buying petrol
petrol,price,price for selling petrol
petrol,price,price per liter of petrol
petrol,price,price for a liter of petrol
petrol,price,price for some quantity of petrol
petrol,price,price at which petrol is sold
petrol,price,price at which petrol is bought
petrol,price,price at which petrol is purchased
petrol,price,price one has to pay for buying petrol
petrol,price,price one must pay for buying petrol
petrol,price,price one has to pay for purchasing petrol
petrol,price,price one must pay for purchasing petrol
petrol,price,price that one pays for petrol
phase,diagram,diagram of phases
phase,diagram,diagram consisting of phases
phase,diagram,diagram depicting phases
phase,diagram,diagram depicting phase changes
phase,diagram,diagram depicting changes of phase
phase,diagram,diagram depicting different phases
phase,diagram,diagram that depicts phases
phase,diagram,diagram that depicts phase changes
phase,diagram,diagram that depicts changes of phase
phase,diagram,diagram that depicts different phases
phase,diagram,diagram illustrating phases
phase,diagram,diagram illustrating phase changes
phase,diagram,diagram illustrating changes of phase
phase,diagram,diagram illustrating different phases
phase,diagram,diagram that illustrates phases
phase,diagram,diagram that illustrates phase changes
phase,diagram,diagram that illustrates changes of phase
phase,diagram,diagram that illustrates different phases
phase,diagram,diagram showing phases
phase,diagram,diagram showing phase changes
phase,diagram,diagram showing changes of phase
phase,diagram,diagram showing different phases
phase,diagram,diagram that shows phases
phase,diagram,diagram that shows phase changes
phase,diagram,diagram that shows changes of phase
phase,diagram,diagram that shows different phases
phase,diagram,diagram detailing phases
phase,diagram,diagram detailing phase changes
phase,diagram,diagram detailing changes of phase
phase,diagram,diagram detailing different phases
phase,diagram,diagram that details phases
phase,diagram,diagram that details phase changes
phase,diagram,diagram that details changes of phase
phase,diagram,diagram that details different phases
phone,number,number of a phone
phone,number,number assigned to a phone
phone,number,number given to a phone
phone,number,number displayed in a phone
phone,number,number displayed on a phone
phone,number,number shown in a phone
phone,number,number shown on a phone
phone,number,number dialled on a phone
phone,number,number that can be dialled on a phone
phone,number,number used to call someone's phone
phone,number,number used to call someone on the phone
phone,number,number used to call someone via phone
phone,number,number used to call someone by phone
phone,number,number used to contact someone on the phone
phone,number,number used to contact someone by phone
phone,number,number used to contact someone via phone
phone,number,number used to dial someone on the phone
phone,number,number used to dial someone by phone
phone,number,number used to dial someone via phone
phone,number,number used to call a phone
phone,number,number used to dial a phone
phone,number,number dialled in order to connect with a phone
phone,number,number dialled in order to contact someone with a phone
police,spokesman,spokesman for the police
police,spokesman,spokesman for the police force
police,spokesman,spokesman for the police department
police,spokesman,spokesman for police officers
police,spokesman,spokesman that represents the police
police,spokesman,spokesman that represents the police force
police,spokesman,spokesman that represents the police department
police,spokesman,spokesman that represents police officers
police,spokesman,spokesman that speaks on the behalf of the police
police,spokesman,spokesman that speaks on the behalf of the police force
police,spokesman,spokesman that speaks on the behalf of the police department
police,spokesman,spokesman that speaks on the behalf of police officers
police,spokesman,spokesman that speaks on behalf of the police
police,spokesman,spokesman that speaks on behalf of the police force
police,spokesman,spokesman that speaks on behalf of the police department
police,spokesman,spokesman that speaks on behalf of police officers
police,spokesman,spokesman that acts on the behalf of the police
police,spokesman,spokesman that acts on the behalf of the police force
police,spokesman,spokesman that acts on the behalf of the police department
police,spokesman,spokesman that acts on the behalf of police officers
police,spokesman,spokesman that acts on behalf of the police
police,spokesman,spokesman that acts on behalf of the police force
police,spokesman,spokesman that acts on behalf of the police department
police,spokesman,spokesman that acts on behalf of police officers
police,spokesman,spokesman that works for the police
police,spokesman,spokesman that works for the police force
police,spokesman,spokesman that works for the police department
police,spokesman,spokesman that works for police officers
police,spokesman,spokesman who represents the police
police,spokesman,spokesman who represents the police force
police,spokesman,spokesman who represents the police department
police,spokesman,spokesman who represents police officers
police,spokesman,spokesman who speaks on the behalf of the police
police,spokesman,spokesman who speaks on the behalf of the police force
police,spokesman,spokesman who speaks on the behalf of the police department
police,spokesman,spokesman who speaks on the behalf of police officers
police,spokesman,spokesman who speaks on behalf of the police
police,spokesman,spokesman who speaks on behalf of the police force
police,spokesman,spokesman who speaks on behalf of the police department
police,spokesman,spokesman who speaks on behalf of police officers
police,spokesman,spokesman who works for the police
police,spokesman,spokesman who works for the police force
police,spokesman,spokesman who works for the police department
police,spokesman,spokesman who works for police officers
police,spokesman,spokesman representing the police
police,spokesman,spokesman representing the police force
police,spokesman,spokesman representing the police department
police,spokesman,spokesman representing police officers
police,spokesman,spokesman speaking on the behalf of the police
police,spokesman,spokesman speaking on the behalf of the police force
police,spokesman,spokesman speaking on the behalf of the police department
police,spokesman,spokesman speaking on the behalf of police officers
police,spokesman,spokesman speaking on behalf of the police
police,spokesman,spokesman speaking on behalf of the police force
police,spokesman,spokesman speaking on behalf of the police department
police,spokesman,spokesman speaking on behalf of police officers
police,spokesman,spokesman acting on the behalf of the police
police,spokesman,spokesman acting on the behalf of the police force
police,spokesman,spokesman acting on the behalf of the police department
police,spokesman,spokesman acting on the behalf of police officers
police,spokesman,spokesman acting on behalf of the police
police,spokesman,spokesman acting on behalf of the police force
police,spokesman,spokesman acting on behalf of the police department
police,spokesman,spokesman acting on behalf of police officers
police,spokesman,spokesman working for the police
police,spokesman,spokesman working for the police force
police,spokesman,spokesman working for the police department
police,spokesman,spokesman working for police officers
police,spokesman,spokesman employed by the police
police,spokesman,spokesman employed by the police force
police,spokesman,spokesman employed by the police department
police,spokesman,spokesman employed by police officers
police,spokesman,spokesman who talks to the media about the police
police,spokesman,spokesman who communicates with the media about the police
police,spokesman,spokesman who talks to the media regarding the police
police,spokesman,spokesman who communicates with the media regarding the police
police,tactic,tactic of police
police,tactic,tactic of the police
police,tactic,tactic of the police force
police,tactic,tactic used by police
police,tactic,tactic used by the police
police,tactic,tactic used by the police force
police,tactic,tactic deployed by police
police,tactic,tactic deployed by the police
police,tactic,tactic deployed by the police force
police,tactic,tactic employed by police
police,tactic,tactic employed by the police
police,tactic,tactic employed by the police force
police,tactic,tactic taught to police
police,tactic,tactic taught to the police
police,tactic,tactic taught to the police force
police,tactic,tactics followed by police
police,tactic,tactics followed by the police
police,tactic,tactics followed by the police force
police,tactic,tactic endorsed by police
police,tactic,tactic endorsed by the police
police,tactic,tactic endorsed by the police force
police,tactic,tactic that police use
police,tactic,tactic that the police use
police,tactic,tactic that the police force uses
police,tactic,tactics adopted by police
police,tactic,tactics adopted by the police
police,tactic,tactics adopted by the police force
police,tactic,tactic created by police
police,tactic,tactic created by the police
police,tactic,tactic created by the police force
polythene,sheeting,sheeting made of polythene
polythene,sheeting,sheeting made up of polythene
polythene,sheeting,sheeting made with polythene
polythene,sheeting,sheeting made from polythene
polythene,sheeting,sheeting composed of polythene
polythene,sheeting,sheeting produced from polythene
polythene,sheeting,sheeting produced with polythene
polythene,sheeting,sheeting manufactured from polythene
polythene,sheeting,sheeting manufactured with polythene
polythene,sheeting,sheeting containing polythene
polythene,sheeting,sheeting that contains polythene
polythene,sheeting,sheeting containing polythene in it
polythene,sheeting,sheeting that contains polythene in it
polythene,sheeting,sheeting that has polythene in it
polythene,sheeting,sheeting containing polythene as an ingredient
polythene,sheeting,sheeting that contains polythene as an ingredient
polythene,sheeting,sheeting that has polythene as an ingredient
polythene,sheeting,sheeting that is made from polythene
polythene,sheeting,sheeting that was made of polythene
port,industry,industry connected to a port
port,industry,industry connected to ports
port,industry,industry based on jobs revolving around a port
port,industry,industry based on jobs revolving around ports
port,industry,industry related to a port
port,industry,industry related to port operations
port,industry,industry related to the operations of a port
port,industry,industry related to the operations of ports
port,industry,industry that involves activity of a port
port,industry,industry that involves activity of ports
port,industry,industry that involves port activity
port,industry,industry involving activity of a port
port,industry,industry involving activity of ports
port,industry,industry involving port activity
port,industry,industry associated with a port
port,industry,industry associated with ports
port,industry,industry associated with a port
port,industry,industry associated with port operations
port,industry,industry associated with the operations of a port
port,industry,industry associated with the operations of ports
power,pack,pack of power
power,pack,pack with power
power,pack,pack full of power
power,pack,pack containing power
power,pack,pack producing power
power,pack,pack providing power
power,pack,pack supplying power
power,pack,pack holding power
power,pack,pack that has power
power,pack,pack that contains power
power,pack,pack that produces power
power,pack,pack that provides power
power,pack,pack that supplies power
power,pack,pack that holds power
power,pack,pack for producing power
power,pack,pack for providing power
power,pack,pack for supplying power
power,pack,pack for holding power
power,pack,battery pack of power
power,pack,battery pack with power
power,pack,battery pack full of power
power,pack,battery pack containing power
power,pack,battery pack producing power
power,pack,battery pack providing power
power,pack,battery pack supplying power
power,pack,battery pack holding power
power,pack,battery pack that has power
power,pack,battery pack that contains power
power,pack,battery pack that produces power
power,pack,battery pack that provides power
power,pack,battery pack that supplies power
power,pack,battery pack that holds power
power,pack,battery pack for producing power
power,pack,battery pack for providing power
power,pack,battery pack for supplying power
power,pack,battery pack for holding power
power,pack,pack acting as a power source
power,pack,pack that is a power source
power,pack,pack acting as a source of power
power,pack,pack that is a source of power
product,quality,quality of a product
product,quality,quality in a product
product,quality,quality measured about a product
product,quality,quality offered by a product
product,quality,quality exhibited by a product
product,quality,quality that a product has
product,quality,quality that a product offers
product,quality,quality that a product exhibits
product,quality,quality standard that a product is made with
product,quality,quality standard that a product is made to
product,quality,quality standard that a product is manufactured with
product,quality,quality standard that a product is manufactured to
product,quality,quality standard that a product is created with
product,quality,quality standard that a product is created to
product,quality,quality standard that a product is produced with
product,quality,quality standard that a product is produced to
property,tax,tax paid for a property
property,tax,tax on property
property,tax,tax on property value
property,tax,tax on a property
property,tax,tax on a property's value
property,tax,tax on the value of a property
property,tax,tax levied on property
property,tax,tax levied on property value
property,tax,tax levied on a property
property,tax,tax levied on a property's value
property,tax,tax levied on the value of a property
property,tax,tax levied against the owner of property
property,tax,tax levied against the owner of a property
property,tax,tax collected on property value
property,tax,tax collected on a property's value
property,tax,tax collected on the value of a property
property,tax,tax collected according to property value
property,tax,tax collected according to a property's value
property,tax,tax collected according to the value of a property
property,tax,tax collected from the owner of property
property,tax,tax collected from the owner of a property
property,tax,tax according to property value
property,tax,tax according to a property's value
property,tax,tax according to the value of a property
property,tax,tax based on a property
property,tax,tax based on a property's value
property,tax,tax based on the value of a property
property,tax,tax collected for holding property
property,tax,tax collected for holding a property
property,tax,tax collected for owning property
property,tax,tax collected for owning a property
property,tax,tax imposed on property
property,tax,tax imposed on property value
property,tax,tax imposed on a property
property,tax,tax imposed on a property's value
property,tax,tax imposed on the value of a property
property,tax,tax imposed on the owner of a property
property,tax,tax paid for owning property
property,tax,tax paid for owning a property
property,tax,tax paid for possessing property
property,tax,tax paid for possessing a property
property,tax,tax imposed for owning property
property,tax,tax imposed for owning a property
property,tax,tax that has to be paid on property
property,tax,tax that must be paid on property
property,tax,tax required to be paid on property
property,tax,tax that has to be paid on a property
property,tax,tax that must be paid on a property
property,tax,tax required to be paid on a property
property,tax,tax calculated on property value
property,tax,tax calculated on a property's value
property,tax,tax calculated on the value of a property
publishing,course,course about publishing
publishing,course,course to study publishing
publishing,course,course to learn about publishing
publishing,course,course to study about publishing
publishing,course,course given for publishing
publishing,course,course given on publishing
publishing,course,course in publishing
publishing,course,course in the area of publishing
publishing,course,course in the process of publishing
publishing,course,course on the subject of publishing
publishing,course,course available in publishing
publishing,course,course available to study publishing
publishing,course,course available to learn publishing
publishing,course,course available in the area of publishing
publishing,course,course available in the process of publishing
publishing,course,course available on the subject of publishing
publishing,course,course available for the study of publishing
publishing,course,course offered in publishing
publishing,course,course offered to study publishing
publishing,course,course offered to learn publishing
publishing,course,course offered in the area of publishing
publishing,course,course offered in the process of publishing
publishing,course,course offered on the subject of publishing
publishing,course,course offered for the study of publishing
publishing,course,course that deals with publishing
publishing,course,course that involves publishing
purse,net,net closed like a purse
purse,net,net shut like a purse
purse,net,net drawn together like a purse
purse,net,net pulled together like a purse
purse,net,net closed or drawn together like a purse
purse,net,net shut or drawn together like a purse
purse,net,net shut or pulled together like a purse
purse,net,net closed or pulled together like a purse
purse,net,net that can be closed like a purse
purse,net,net that can be shut like a purse
purse,net,net that can be drawn together like a purse
purse,net,net that can be pulled together like a purse
purse,net,net that functions like a purse
purse,net,net that operates like a purse
purse,net,net that shuts like purse
purse,net,net whose mouth closes like a purse
purse,net,net whose mouth shuts like a purse
purse,net,net whose mouth draws together like a purse
purse,net,net whose mouth pulls together like a purse
purse,net,net whose top closes together like a purse
purse,net,net whose top shuts together like a purse
purse,net,net whose top draws together like a purse
purse,net,net whose top pulls together like a purse
purse,net,net with a mouth closes like a purse
purse,net,net with a mouth shuts like a purse
purse,net,net with a mouth draws together like a purse
purse,net,net with a mouth pulls together like a purse
purse,net,net with a top closes together like a purse
purse,net,net with a top shuts together like a purse
purse,net,net with a top draws together like a purse
purse,net,net with a top pulls together like a purse
purse,net,net that resembles a purse
purse,net,net that looks like a purse
purse,net,fishing net closed like a purse
purse,net,fishing net shut like a purse
purse,net,fishing net drawn together like a purse
